2801,28,In which language is the text is written?,image,mcq,"khmer,burmese,hebrew,greek,ethiopic",ethiopic,null,null,/images/language_script2801.png,no units
2802,28,In which language is the text is written?,image,mcq,"latin,devnagari,gujarati,bengali,cyrillic",bengali,null,null,/images/language_script2802.png,no units
2803,28,In which language is the text is written?,image,mcq,"thai,sinhala,arabic,kana,chinese",arabic,null,null,/images/language_script2803.png,no units
2804,28,In which language is the text is written?,image,mcq,"chinese,cyrillic,sinhala,ethiopic,hebrew",cyrillic,null,null,/images/language_script2804.png,no units
2805,28,In which language is the text is written?,image,mcq,"khmer,greek,burmese,cyrillic,thai",khmer,null,null,/images/language_script2805.png,no units
2806,28,In which language is the text is written?,image,mcq,"gurumukhi,bengali,sinhala,burmese,thai",thai,null,null,/images/language_script2806.png,no units
2807,28,In which language is the text is written?,image,mcq,"bengali,hebrew,arabic,gurumukhi,maya",maya,null,null,/images/language_script2807.png,no units
2808,28,In which language is the text is written?,image,mcq,"chinese,sinhala,georgian,bengali,tamil",georgian,null,null,/images/language_script2808.png,no units
2809,28,In which language is the text is written?,image,mcq,"kana,gurumukhi,khmer,maya,bengali",gurumukhi,null,null,/images/language_script2809.png,no units
2810,28,In which language is the text is written?,image,mcq,"bengali,georgian,maya,latin,thai",latin,null,null,/images/language_script2810.png,no units
2811,28,In which language is the text is written?,image,mcq,"bengali,tamil,hebrew,kana,greek",greek,null,null,/images/language_script2811.png,no units
2812,28,In which language is the text is written?,image,mcq,"latin,sinhala,arabic,ethiopic,kana",kana,null,null,/images/language_script2812.png,no units
2813,28,In which language is the text is written?,image,mcq,"gurumukhi,chinese,burmese,khmer,arabic",chinese,null,null,/images/language_script2813.png,no units
2814,28,In which language is the text is written?,image,mcq,"greek,hindi,bengali,chinese,latin",hindi,null,null,/images/language_script2814.png,no units
2815,28,In which language is the text is written?,image,mcq,"thai,tamil,cyrillic,maya,gujarati",gujarati,null,null,/images/language_script2815.png,no units
2816,28,In which language is the text is written?,image,mcq,"egyptian,bengali,greek,gurumukhi,chinese",egyptian,null,null,/images/language_script2816.png,no units
2817,28,In which language is the text is written?,image,mcq,"hebrew,ethiopic,gujarati,maya,georgian",hebrew,null,null,/images/language_script2817.png,no units
2818,28,In which language is the text is written?,image,mcq,"maya,sinhala,hebrew,tamil,burmese",burmese,null,null,/images/language_script2818.png,no units
2819,28,In which language is the text is written?,image,mcq,"devnagari,gujarati,tamil,burmese,bengali",sinhala,null,null,/images/language_script2819.png,no units
2820,28,In which language is the text is written?,image,mcq,"chinese,kana,devnagari,latin,tamil",tamil,null,null,/images/language_script2820.png,no units